Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
40,"Y Xie, X Liu, J Zhou, H Zhang, JY Lin…","Enhancing trace terahertz fingerprint sensing by the lossy silicon metagrating with a gold mirror",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10264160/","https://scholar.google.com/scholar?cites=2210234118948679527&as_sdt=2005&sciodt=2007&hl=en",114,"2026-09-22 08:41:33","","","",,,,,,40,13.33,7,6,3,"… fingerprint detection. Our method dramatically enhances the metasensing performance of the THz trace fingerprint… the experimental study of trace THz fingerprint metasensing, which will …","https://www.researchgate.net/profile/Yinong-Xie/publication/374197472_Enhancing_Trace_Terahertz_Fingerprint_Sensing_by_the_Lossy_Silicon_Metagrating_with_a_Gold_Mirror/links/6513ac574aa1fe047009c10c/Enhancing-Trace-Terahertz-Fingerprint-Sensing-by-the-Lossy-Silicon-Metagrating-With-a-Gold-Mirror.pdf","https://scholar.google.com/scholar?q=related:Z29iijhUrB4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
75,"S Sinitsa, O Fried","Deep image fingerprint: Towards low budget synthetic image detection and model lineage analysis",2024,"2024 IEEE/CVF Winter Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10483843/","https://scholar.google.com/scholar?cites=16060247174187221574&as_sdt=2005&sciodt=2007&hl=en",115,"2026-09-22 08:41:33","","","",,,,,,75,37.50,38,2,2,"… Our method extracts a CNN fingerprint of an image generator using a … Then we’ll explain the fingerprint extraction (Sec. 3.2) and … We believe that the effect of compression on fingerprint …","https://arxiv.org/pdf/2303.10762","https://scholar.google.com/scholar?q=related:RoJmzrZ14d4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
103,"Y Wang, D Shi, W Zhou","Convolutional neural network approach based on multimodal biometric system with fusion of face and finger vein features",2022,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/22/16/6039","https://scholar.google.com/scholar?cites=14473975302877557673&as_sdt=2005&sciodt=2007&hl=en",116,"2026-09-22 08:41:33","HTML","","",,,,,,103,25.75,34,3,4,"… To overcome these problems, we propose a bimodal recognition method that fuses face and finger veins. Compared with the three-modal, four-mode, and other modes, the …","https://www.mdpi.com/1424-8220/22/16/6039","https://scholar.google.com/scholar?q=related:qTPL_9nj3cgJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
17,"AA Joseph, A Ng Ho Lian, K Kipli…","Person Verification Based on Multimodal Biometric Recognition.",2022,"Pertanika Journal of …","openurl.ebsco.com","https://openurl.ebsco.com/contentitem/gcd:154784050?sid=ebsco:plink:crawler-gcd&id=ebsco:gcd:154784050&crl=c&jrnl=01287680","https://scholar.google.com/scholar?cites=2000468839004211054&as_sdt=2005&sciodt=2007&hl=en",117,"2026-09-22 08:41:33","","","",,,,,,17,4.25,4,4,4,"… recognition efficiency. Therefore, the multimodal biometric system based on face and fingerprint recognition is developed in this paper. First, the multimodal biometric person recognition …","","https://scholar.google.com/scholar?q=related:bocVZc8XwxsJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
81,"J He, S Huang, S Chang, F Wang…","Radio frequency fingerprint identification with hybrid time-varying distortions",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10050441/","https://scholar.google.com/scholar?cites=11713962010906200446&as_sdt=2005&sciodt=2007&hl=en",118,"2026-09-22 08:41:33","","","",,,,,,81,27.00,16,5,3,"Radio frequency fingerprint identification (RFFI) is a promising physical layer security technique that employs the hardware-introduced features extracted from the received signals for …","https://ieeexplore.ieee.org/iel7/7693/4656680/10050441.pdf","https://scholar.google.com/scholar?q=related:fgl8vGJakKIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
207,"H Qiao, S Sun, P Wu","Non‐equilibrium‐growing aesthetic ionic skin for fingertip‐like strain‐undisturbed tactile sensation and texture recognition",2023,"Advanced materials","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202300593","https://scholar.google.com/scholar?cites=3900132828081073476&as_sdt=2005&sciodt=2007&hl=en",119,"2026-09-22 08:41:33","","10.1002/adma.202300593","",,,,,,207,69.00,69,3,3,"… sensitivity and texture recognition ability is the generation of fingerprint-like periodic stiff … fusion phenomenon called Liesegang patterning to grow fingerprint-like stiff ridges in elastic …","https://www.researchgate.net/profile/Haiyan-Qiao/publication/368925212_Non-equilibrium-Growing_Aesthetic_Ionic_Skin_for_Fingertip-Like_Strain-Undisturbed_Tactile_Sensation_and_Texture_Recognition/links/66f11372c0570c21feb6b567/Non-equilibrium-Growing-Aesthetic-Ionic-Skin-for-Fingertip-Like-Strain-Undisturbed-Tactile-Sensation-and-Texture-Recognition.pdf","https://scholar.google.com/scholar?q=related:RK2csiQOIDYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
9,"T Sutikno, MAF Ubaidillah, W Arsadiando…","Fingerprint based smart door lock system using Arduino and smartphone application",2024,"Computer Science and …","iaesprime.com","http://iaesprime.com/index.php/csit/article/view/100","https://scholar.google.com/scholar?cites=4814448211579130194&as_sdt=2005&sciodt=2007&hl=en",120,"2026-09-22 08:41:33","","","",,,,,,9,4.50,2,4,2,"… Fingerprint recognition is one of the most secure systems because a person's fingerprint is never coordinated with anyone else's [24]–[26]. So, someone's access to the door lock …","http://iaesprime.com/index.php/csit/article/download/100/568","https://scholar.google.com/scholar?q=related:UlGw8CNb0EIJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
56,"R Sreedhara, BRR Krushna, BD Prasad…","A cost-effective intense blue colour cobalt doped gahnite pigment for latent finger print, cheiloscopy and anti-counterfeiting applications",2023,"Colloids and Surfaces A …","Elsevier","https://www.sciencedirect.com/science/article/pii/S092777572300122X","https://scholar.google.com/scholar?cites=4190508671051555931&as_sdt=2005&sciodt=2007&hl=en",121,"2026-09-22 08:41:33","","","",,,,,,56,18.67,14,4,3,"… , FP recognition technology is … recognition's precision. Due to their distinct ridge patterns and improved emission, which interact with FP fragments to increase sensitivity of FP recognition…","","https://scholar.google.com/scholar?q=related:W-Q4Hm-tJzoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
43,"R Zhao, Q Niu, Y Zou, B Cui, Y Yang","A terahertz metasurface biosensor based on electromagnetically induced transparency for fingerprint trace detection",2024,"Journal of Materials Chemistry …","pubs.rsc.org","https://pubs.rsc.org/tc/article-abstract/12/17/6106/877266","https://scholar.google.com/scholar?cites=14664683268383976465&as_sdt=2005&sciodt=2007&hl=en",122,"2026-09-22 08:41:33","","","",,,,,,43,21.50,9,5,2,"… fingerprint detection for extremely thin analytes is also conducted, which reveals that the transparency peak is exceptionally sensitive to the fingerprint … sensing and fingerprint detection, …","https://pubs.rsc.org/tc/article/12/17/6106/877266","https://scholar.google.com/scholar?q=related:ESykW7xrg8sJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
27,"AR Roddy, JD Stosz","Fingerprint feature processing techniques and poroscopy",2022,"… in Fingerprint and Face Recognition","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9780203750520-2&type=chapterpdf","https://scholar.google.com/scholar?cites=10931670342893143192&as_sdt=2005&sciodt=2007&hl=en",123,"2026-09-22 08:41:33","","","",,,,,,27,6.75,14,2,4,"… fingerprint processing for fingerprint minutia and pore feature extraction and matching, as well as fingerprint … We will also present the efficacy of using fingerprint pores in addition to …","","https://scholar.google.com/scholar?q=related:mITRJUIYtZcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
64,"AML Assis, CV Costa, MS Alves…","From nanomaterials to macromolecules: Innovative technologies for latent fingerprint development",2023,"Wiley …","Wiley Online Library","https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wfs2.1475","https://scholar.google.com/scholar?cites=7779033055456988412&as_sdt=2005&sciodt=2007&hl=en",124,"2026-09-22 08:41:33","","10.1002/wfs2.1475","",,,,,,64,21.33,16,4,3,"… The notion was that the large specific surface area would develop latent fingerprints at a faster rate with a small quantity of AgNO3 solution. The AgNPs were prepared by using AgNO3 …","https://wires.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wfs2.1475","https://scholar.google.com/scholar?q=related:_AyJTlmt9GsJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
63,"H Jiang, P Ji, T Zhang, H Cao…","Two-factor authentication for keyless entry system via finger-induced vibrations",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10443592/","https://scholar.google.com/scholar?cites=625605639625892266&as_sdt=2005&sciodt=2007&hl=en",125,"2026-09-22 08:41:33","","","",,,,,,63,31.50,13,5,2,"… The report highlights that fingerprint films can easily trick fingerprint sensors and passcodes can be … both fingerprint and security code recognition. The unique physical structure of each …","","https://scholar.google.com/scholar?q=related:quFhvwOZrggJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
31,"CH Hsia, CH Liu","New hierarchical finger-vein feature extraction method for iVehicles",2022,"IEEE Sensors Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9788520/","https://scholar.google.com/scholar?cites=10326475717515627685&as_sdt=2005&sciodt=2007&hl=en",126,"2026-09-22 08:41:33","","","",,,,,,31,7.75,16,2,4,"… In addition, the offset problem caused by finger placement, we propose a finger-vein recognition system using ROI of DeepLabV3 method that can extract robust features from the vein …","","https://scholar.google.com/scholar?q=related:pUw3_PMCT48J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
50,"J He, S Huang, Z Yang, K Yu, H Huan…","Channel-agnostic radio frequency fingerprint identification using spectral quotient constellation errors",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10130767/","https://scholar.google.com/scholar?cites=8820434470167370658&as_sdt=2005&sciodt=2007&hl=en",127,"2026-09-22 08:41:33","","","",,,,,,50,16.67,8,6,3,"Radio frequency fingerprint identification (RFFI) is a physical layer security methodology to recognize individual devices by leveraging hardware imperfections inevitably induced in the …","https://ieeexplore.ieee.org/iel7/7693/4656680/10130767.pdf","https://scholar.google.com/scholar?q=related:otvv_mp6aHoJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
45,"L Lin, J Zhang, X Gao, J Shi, C Chen, N Huang","Power fingerprint identification based on the improved VI trajectory with color encoding and transferred CBAM-ResNet",2023,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0281482","https://scholar.google.com/scholar?cites=3718553856488535809&as_sdt=2005&sciodt=2007&hl=en",128,"2026-09-22 08:41:33","HTML","","",,,,,,45,15.00,8,6,3,"… color coding methods to convert power fingerprint identification into an image classification … It solves the problem of insufficient feature information in single feature recognition devices. …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0281482","https://scholar.google.com/scholar?q=related:AXco3gf1mjMJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
43,"MC Nunes, J Ferreira, A Raymundo","Volatile fingerprint impact on the sensory properties of microalgae and development of mitigation strategies",2023,"Current Opinion in Food Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214799323000541","https://scholar.google.com/scholar?cites=9790749420497269080&as_sdt=2005&sciodt=2007&hl=en",129,"2026-09-22 08:41:33","","","",,,,,,43,14.33,14,3,3,"This review aims to reflect on the impact of the aroma, flavor, and color of microalgae as a limiting element for their consumption. A review will be carried out on the main chemical …","","https://scholar.google.com/scholar?q=related:WPGZbbm634cJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
47,"L Peng, H Peng, H Fu, M Liu","Channel-robust radio frequency fingerprint identification for cellular uplink LTE devices",2024,"IEEE Internet of Things Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10415087/","https://scholar.google.com/scholar?cites=9725235604503800154&as_sdt=2005&sciodt=2007&hl=en",130,"2026-09-22 08:41:33","","","",,,,,,47,23.50,12,4,2,"Radio frequency fingerprint identification (RFFI) is a promising authentication mechanism for physical-layer security. In this article, we thoroughly validate the feasibility of using RFFI for …","","https://scholar.google.com/scholar?q=related:Wilue0H69oYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
199,"X Fu, Y Liu, Q Chen, Y Fu, TJ Cui","Applications of terahertz spectroscopy in the detection and recognition of substances",2022,"Frontiers in Physics","frontiersin.org","https://www.frontiersin.org/journals/physics/articles/10.3389/fphy.2022.869537/full","https://scholar.google.com/scholar?cites=9003390135404779182&as_sdt=2005&sciodt=2007&hl=en",131,"2026-09-22 08:41:33","HTML","10.3389/fphy.2022.869537","",,,,,,199,49.75,40,5,4,"… This is the fingerprint characteristic of terahertz spectroscopy, and it is also an important reason why it can be applied to substance detection and recognition. 2) Good Bio-safety. …","https://www.frontiersin.org/journals/physics/articles/10.3389/fphy.2022.869537/full","https://scholar.google.com/scholar?q=related:rtYOS6B38nwJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
33,"N Yoon, W Jung, H Kim","Deeprssi: Generative model for fingerprint-based localization",2024,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10526268/","https://scholar.google.com/scholar?cites=16621782839826570604&as_sdt=2005&sciodt=2007&hl=en",132,"2026-09-22 08:41:33","","","",,,,,,33,16.50,11,3,2,"… Advances in indoor localization through RSSI-based fingerprinting have focused mainly on improving database quality and coverage. Studies by Seong et al. [15] and Serreli et al. …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10526268.pdf","https://scholar.google.com/scholar?q=related:bN2LRW1vrOYJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"Y Wang, H Mao, G Xu, X Zhang, Y Zhang","A rapid detection method for fungal spores from greenhouse crops based on CMOS image sensors and diffraction fingerprint feature processing",2022,"Journal of Fungi","mdpi.com","https://www.mdpi.com/2309-608X/8/4/374","https://scholar.google.com/scholar?cites=5854575533043122818&as_sdt=2005&sciodt=2007&hl=en",133,"2026-09-22 08:41:33","HTML","","",,,,,,39,9.75,8,5,4,"… diffraction fingerprint images of three kinds of fungal spores. A total of 13 diffraction fingerprint features … The average accuracy rate of the recognition of three kinds of fungal spores from …","https://www.mdpi.com/2309-608X/8/4/374","https://scholar.google.com/scholar?q=related:goK6rW2hP1EJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
41,"J Shi, L Peng, H Fu, A Hu","Robust RF fingerprint extraction based on cyclic shift characteristic",2023,"IEEE Internet of Things Journal","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10139783/","https://scholar.google.com/scholar?cites=6746752316903505785&as_sdt=2005&sciodt=2007&hl=en",134,"2026-09-22 08:41:33","","","",,,,,,41,13.67,10,4,3,"… Index Terms—Physical layer security, radio frequency fingerprint, cyclic shift characteristic, … Yu, “A robust radiofrequency fingerprint extraction scheme for practical device recognition,” …","","https://scholar.google.com/scholar?q=related:eb-ThHxHoV0J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
0,"A Garcia-Rodriguez, J Bernal, FJ Sánchez…","Correction: Polyp fingerprint: automatic recognition of colorectal polyps' unique features",2022,"Surgical …","search.proquest.com","https://search.proquest.com/openview/da2a8abe9c9671f9fd084b18bd66f2db/1?pq-origsite=gscholar&cbl=31812","",135,"2026-09-22 08:41:33","","","",,,,,,0,0.00,0,4,4,"The authors would like to correct the funding information on this article. The correct funding note should read: This work was financed by Project “PI17/00894”, funded by Instituto de …","","https://scholar.google.com/scholar?q=related:udV4eRi6r3YJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
46,"T Wu, C Pan, Y Pan, H Ren…","Fingerprint-based mmWave positioning system aided by reconfigurable intelligent surface",2023,"IEEE Wireless …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10123105/","https://scholar.google.com/scholar?cites=6081756883297626759&as_sdt=2005&sciodt=2007&hl=en",136,"2026-09-22 08:41:33","","","",,,,,,46,15.33,9,5,3,"… 2) Utilizing the STCRV as the wireless positioning fingerprint, we propose a novel RCNR … in image recognition of computer science, can be applied to the STCRV fingerprint positioning …","https://arxiv.org/pdf/2210.11998","https://scholar.google.com/scholar?q=related:h-o9r6m9ZlQJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
25,"T Al Shloul, M Javeed, M Gochoo…","Student's health exercise recognition tool for E-learning education",2023,"… Automation and Soft …","nchr.elsevierpure.com","https://nchr.elsevierpure.com/en/publications/students-health-exercise-recognition-tool-for-e-learning-educatio/","https://scholar.google.com/scholar?cites=12996129975764688130&as_sdt=2005&sciodt=2007&hl=en",137,"2026-09-22 08:41:33","","","",,,,,,25,8.33,6,4,3,"… The proposed system focuses on the necessary implementation of student health exercise recognition (SHER) using a modified Quaternion-based filter for inertial data refining and data …","","https://scholar.google.com/scholar?q=related:Ap1CRFuHW7QJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
38,"MH Safavipour, MA Doostari…","Deep hybrid multimodal biometric recognition system based on features‐level deep fusion of five biometric traits",2023,"Computational …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2023/6443786","https://scholar.google.com/scholar?cites=11052742615000808190&as_sdt=2005&sciodt=2007&hl=en",138,"2026-09-22 08:41:33","","10.1155/2023/6443786","",,,,,,38,12.67,13,3,3,"… scenario (which is called a multimodal biometric system) involves the use of several biometric traits (such as fingerprints and iris). Te above five scenarios can also be combined into a …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2023/6443786","https://scholar.google.com/scholar?q=related:_vrxMNk6Y5kJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
77,"Y Qu, Z Lu, R Zeng, J Wang…","Enhancing automatic modulation recognition through robust global feature extraction",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10744587/","https://scholar.google.com/scholar?cites=6419763571063957875&as_sdt=2005&sciodt=2007&hl=en",139,"2026-09-22 08:41:33","","","",,,,,,77,38.50,15,5,2,"… To mitigate the irrelevant inherent impact like RF fingerprint and channel characteristics, we propose data augmentation strategies known as segment substitution (SS). This method …","https://arxiv.org/pdf/2401.01056","https://scholar.google.com/scholar?q=related:c6lCW_SUF1kJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
42,"J Fu, J Wang, Z Chen, Z Deng, H Lai, L Zhang, YH Yun…","Application of stable isotope and mineral element fingerprint in identification of Hainan camellia oil producing area based on convolutional neural networks",2023,"Food Control","Elsevier","https://www.sciencedirect.com/science/article/pii/S0956713523001445","https://scholar.google.com/scholar?cites=4239496910547025192&as_sdt=2005&sciodt=2007&hl=en",140,"2026-09-22 08:41:33","","","",,,,,,42,14.00,5,8,3,"… In this paper, CNN was used to develop two simple classification models for the accurate recognition of camellia oil in big district scale and small district scale. The basic structures of …","","https://scholar.google.com/scholar?q=related:KH2Fc_q31ToJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
25,"J Xu, B Xu, H Zhan, Z Xie, Z Tian, Y Lu, Z Wang, H Yue…","A soft robotic system imitating the multimodal sensory mechanism of human fingers for intelligent grasping and recognition",2024,"Nano Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S221128552400870X","https://scholar.google.com/scholar?cites=2557941989805476581&as_sdt=2005&sciodt=2007&hl=en",141,"2026-09-22 08:41:33","","","",,,,,,25,12.50,3,9,2,"… human fingers and achieve high-precision recognition of grasped objects using machine learning algorithms. In addition, a finger … (FA) receptors of human fingers, we have innovatively …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4866679","https://scholar.google.com/scholar?q=related:5Upp6q-ifyMJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
117,"V Rajasekar, B Predić, M Saracevic, M Elhoseny…","Enhanced multimodal biometric recognition approach for smart cities based on an optimized fuzzy genetic algorithm",2022,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-021-04652-3","https://scholar.google.com/scholar?cites=3839568727499527626&as_sdt=2005&sciodt=2007&hl=en",142,"2026-09-22 08:41:33","HTML","","",,,,,,117,29.25,23,5,4,"… -biometric authentication strategy uses fingerprint and iris biometric traits for recognition5,6. … of biometric recognition in smart environments is discussed in7–9. Similarly, fingerprint …","https://www.nature.com/articles/s41598-021-04652-3","https://scholar.google.com/scholar?q=related:ytVOLWrjSDUJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
50,"X Yang, D Li","LED-RFF: LTE DMRS-based channel robust radio frequency fingerprint identification scheme",2023,"IEEE Transactions on Information Forensics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10360105/","https://scholar.google.com/scholar?cites=933429913274836406&as_sdt=2005&sciodt=2007&hl=en",143,"2026-09-22 08:41:33","","","",,,,,,50,16.67,25,2,3,"… neural network to achieve human activity recognition by channel state information (CSI) … Ren et al., “FWSResNet: An edge device fingerprinting framework based on scattering and …","","https://scholar.google.com/scholar?q=related:tmV4g4819AwJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
43,"F Castro, D Impedovo, G Pirlo","A medical image encryption scheme for secure fingerprint-based authenticated transmission",2023,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/13/10/6099","https://scholar.google.com/scholar?cites=6160459746789373440&as_sdt=2005&sciodt=2007&hl=en",144,"2026-09-22 08:41:33","HTML","","",,,,,,43,14.33,14,3,3,"… ’s fingerprint feature into the encrypted image, a fingerprint image is selected by the FVC2002 dataset [46], and the features are extracted through a Fingerprint Feature Extraction …","https://www.mdpi.com/2076-3417/13/10/6099","https://scholar.google.com/scholar?q=related:ADZ5DIBZflUJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
87,"J Huang, B Liu, C Miao, X Zhang, J Liu…","Phyfinatt: An undetectable attack framework against phy layer fingerprint-based wifi authentication",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10339891/","https://scholar.google.com/scholar?cites=13303563740962651972&as_sdt=2005&sciodt=2007&hl=en",145,"2026-09-22 08:41:33","","","",,,,,,87,29.00,15,6,3,"… Here, we subtract Nem ha from the stable NLPE fingerprint Nst to in each received frame to … , we adjust the transmit power of various recognition APs and measure the RSSI value in the …","https://engineering.purdue.edu/~lusu/papers/TMC2024.pdf","https://scholar.google.com/scholar?q=related:RH_YsrzAn7gJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
44,"B Liu, H Zhang, Y Wan, F Zhou, Q Wu…","Robust adversarial attacks on deep learning-based RF fingerprint identification",2023,"IEEE Wireless …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10077736/","https://scholar.google.com/scholar?cites=2664012267817242643&as_sdt=2005&sciodt=2007&hl=en",146,"2026-09-22 08:41:33","","","",,,,,,44,14.67,7,6,3,"Deep learning (DL)-based radio frequency fingerprint identification (RFFI), despite its state-of-the-art capability in improving the security performance of communication networks, is still …","","https://scholar.google.com/scholar?q=related:E5CHBAt5-CQJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
39,"YY Chang, HL Wu, T Wang, Y Chen, J Yang…","… origin traceability of traditional Chinese medicine Atractylodes macrocephala Koidz. by using multi-way fluorescence fingerprint and chemometric methods",2022,"… Acta Part A: Molecular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1386142521013147","https://scholar.google.com/scholar?cites=572470805448389243&as_sdt=2005&sciodt=2007&hl=en",147,"2026-09-22 08:41:33","","","",,,,,,39,9.75,7,6,4,"… Multi-way fluorescence fingerprint combined with advanced pattern recognition methods, which form a strong analytical method, can realize the rapid classification of samples. It has …","","https://scholar.google.com/scholar?q=related:e3IIGyrT8QcJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
61,"G Shen, J Zhang, X Wang, S Mao","Federated radio frequency fingerprint identification powered by unsupervised contrastive learning",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10697226/","https://scholar.google.com/scholar?cites=11238641890525989995&as_sdt=2005&sciodt=2007&hl=en",148,"2026-09-22 08:41:33","","","",,,,,,61,30.50,15,4,2,"Radio frequency fingerprint identification (RFFI) is a promising physical layer authentication technique that utilizes the unique impairments within the analog front-end of transmitters as …","https://livrepository.liverpool.ac.uk/3184752/1/TIFS2024_RFFI_Federated_Learning_manuscript.pdf","https://scholar.google.com/scholar?q=related:a0ygKkGt95sJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
98,"TV Dang","Smart attendance system based on improved facial recognition",2023,"Journal of Robotics and Control (JRC)","journal.umy.ac.id","https://journal.umy.ac.id/index.php/jrc/article/view/16808","https://scholar.google.com/scholar?cites=7007023791123316177&as_sdt=2005&sciodt=2007&hl=en",149,"2026-09-22 08:41:33","","","",,,,,,98,32.67,98,1,3,"… In practice, facial recognition is one most essential tasks in … learning approach to facial recognition. The paper utilizes the … to the field of facial recognition using neural network. Besides, …","https://journal.umy.ac.id/index.php/jrc/article/download/16808/8110","https://scholar.google.com/scholar?q=related:0b2dYgPzPWEJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
37,"II Ganapathi, SS Ali, S Prakash, NS Vu…","A survey of 3d ear recognition techniques",2023,"ACM Computing …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3560884","https://scholar.google.com/scholar?cites=18318736456935830912&as_sdt=2005&sciodt=2007&hl=en",150,"2026-09-22 08:41:33","","10.1145/3560884","",,,,,,37,12.33,7,5,3,"… recognition accuracy. We present recent advances in several areas relevant to 3D ear recognition and … in human recognition. This review focuses on three primary categories of 3D ear …","https://dl.acm.org/doi/pdf/10.1145/3560884","https://scholar.google.com/scholar?q=related:gHWoMcA5Of4J:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
0,"W Jing, L Peng, H Fu, J Shi, L Xie…","An Investigation of Power Amplifier Feature Modeling and Generation Method for RF Fingerprint Identification",2026,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11550127/","",151,"2026-09-22 08:41:33","","","",,,,,,0,0.00,0,6,1,"… approach, physical layer-based radio frequency fingerprint identification (RFFI), is proposed as … learning techniques to maintain robust recognition accuracy for LoRa signals during long-…","","https://scholar.google.com/scholar?q=related:_TW0qvSCK6wJ:scholar.google.com/&scioq=finger+print+recognition&hl=en&as_sdt=2007&as_ylo=2022"
